timestamp,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v,4_x,4_y,4_z,4_v,5_x,5_y,5_z,5_v,6_x,6_y,6_z,6_v,7_x,7_y,7_z,7_v,8_x,8_y,8_z,8_v,9_x,9_y,9_z,9_v,10_x,10_y,10_z,10_v,11_x,11_y,11_z,11_v,12_x,12_y,12_z,12_v,13_x,13_y,13_z,13_v,14_x,14_y,14_z,14_v,15_x,15_y,15_z,15_v,16_x,16_y,16_z,16_v,17_x,17_y,17_z,17_v,18_x,18_y,18_z,18_v,19_x,19_y,19_z,19_v,20_x,20_y,20_z,20_v,21_x,21_y,21_z,21_v,22_x,22_y,22_z,22_v,23_x,23_y,23_z,23_v,24_x,24_y,24_z,24_v,25_x,25_y,25_z,25_v,26_x,26_y,26_z,26_v,27_x,27_y,27_z,27_v,28_x,28_y,28_z,28_v,29_x,29_y,29_z,29_v,30_x,30_y,30_z,30_v,31_x,31_y,31_z,31_v,32_x,32_y,32_z,32_v
0,0.4081764817237854,0.5106486082077026,0.003492677118629217,0.9976691007614136,0.40688472986221313,0.489181250333786,-0.026745466515421867,0.9978060126304626,0.4082697331905365,0.4899720847606659,-0.02668965980410576,0.9980172514915466,0.4105420410633087,0.49031490087509155,-0.026725372299551964,0.9985277652740479,0.41016680002212524,0.48416680097579956,0.0012642332585528493,0.9973220825195312,0.411441832780838,0.4804532527923584,0.00124617840629071,0.9971774816513062,0.41242510080337524,0.4779514968395233,0.001155249192379415,0.9975713491439819,0.4239199459552765,0.4842014014720917,-0.10743383318185806,0.9982982277870178,0.4251115024089813,0.4662872850894928,0.014966960065066814,0.996520459651947,0.41708382964134216,0.5183613896369934,-0.023498596623539925,0.9984273314476013,0.4175622761249542,0.51536625623703,0.011793096549808979,0.996592104434967,0.46247953176498413,0.5706319212913513,-0.18855755031108856,0.9997699856758118,0.4668009877204895,0.49999046325683594,0.09028008580207825,0.9980398416519165,0.4458819627761841,0.7164856791496277,-0.16529302299022675,0.8929100632667542,0.44944971799850464,0.6008383631706238,0.1966533660888672,0.11051490157842636,0.40510591864585876,0.6097838878631592,0.010467574931681156,0.693518877029419,0.40893784165382385,0.5931994318962097,0.29360494017601013,0.09695535898208618,0.39516499638557434,0.5680381059646606,0.019189592450857162,0.6440882086753845,0.39728134870529175,0.5909531712532043,0.3190392553806305,0.1050436720252037,0.401485800743103,0.5584617853164673,0.015282130800187588,0.6398710608482361,0.40050584077835083,0.5917041897773743,0.32334020733833313,0.10638899356126785,0.4060349762439728,0.5696718692779541,0.01436905562877655,0.5978325009346008,0.40554603934288025,0.6036644577980042,0.29683971405029297,0.10899414867162704,0.5635217428207397,0.7924057841300964,-0.10289078205823898,0.9992940425872803,0.5521405935287476,0.7608546614646912,0.10287688672542572,0.9980459809303284,0.44162076711654663,0.7919110059738159,-0.18196037411689758,0.9331116080284119,0.4290289580821991,0.7147247195243835,0.1941579431295395,0.4300205111503601,0.5268723368644714,0.9697752594947815,-0.20184384286403656,0.926995575428009,0.48740530014038086,0.8611054420471191,0.21184231340885162,0.41176697611808777,0.5486499667167664,0.9851226806640625,-0.19997255504131317,0.8529194593429565,0.5116307735443115,0.8784906268119812,0.21081659197807312,0.49925974011421204,0.49283772706985474,1.0766267776489258,-0.1936366856098175,0.9091553688049316,0.46202829480171204,0.933241069316864,0.2353956401348114,0.5081296563148499
100,0.4032523036003113,0.4886961877346039,-0.005835369694977999,0.9977931380271912,0.40323641896247864,0.4699532389640808,-0.034971799701452255,0.9979869723320007,0.40417248010635376,0.47065573930740356,-0.03494005277752876,0.9981828331947327,0.4052337110042572,0.4720746874809265,-0.03498423472046852,0.9986430406570435,0.40439561009407043,0.467420369386673,-0.00619558384642005,0.9975523352622986,0.40536242723464966,0.4661586284637451,-0.006230959668755531,0.9974245429039001,0.4074952006340027,0.46385884284973145,-0.006339810788631439,0.9977756142616272,0.4160366356372833,0.467356413602829,-0.10994847118854523,0.9984375834465027,0.41693100333213806,0.4537608325481415,0.015550130978226662,0.9968322515487671,0.41290512681007385,0.503151535987854,-0.0311183650046587,0.9985377788543701,0.41035768389701843,0.5034826993942261,0.005064599681645632,0.996869683265686,0.45626646280288696,0.5474558472633362,-0.19012044370174408,0.9997731447219849,0.4655553698539734,0.49576815962791443,0.09839217364788055,0.998035192489624,0.45627257227897644,0.7026753425598145,-0.1626158207654953,0.8830327391624451,0.45208507776260376,0.6076695322990417,0.1475321501493454,0.10138675570487976,0.4158247709274292,0.6054477095603943,0.023873448371887207,0.6882915496826172,0.41850247979164124,0.6145359873771667,0.16246403753757477,0.08869960159063339,0.40444257855415344,0.5793310403823853,0.03203032910823822,0.6377661228179932,0.41056638956069946,0.6185262799263,0.1728440225124359,0.09685927629470825,0.4088772237300873,0.5643113851547241,0.028858965262770653,0.632563054561615,0.41113364696502686,0.6154353022575378,0.16900759935379028,0.0979505106806755,0.41576439142227173,0.5741487741470337,0.02839418686926365,0.5919860005378723,0.4157896935939789,0.6173800826072693,0.15863005816936493,0.10064680129289627,0.5643688440322876,0.7692019939422607,-0.1036849096417427,0.999357283115387,0.551621675491333,0.7352368235588074,0.10361053794622421,0.9981978535652161,0.4459054172039032,0.7890468835830688,-0.18817417323589325,0.9388721585273743,0.43113917112350464,0.6966187357902527,0.22767898440361023,0.42353948950767517,0.5276749134063721,0.9700720906257629,-0.22566160559654236,0.9325920939445496,0.49087873101234436,0.8578953742980957,0.2419278472661972,0.4161067008972168,0.5486574769020081,0.9859493970870972,-0.22699999809265137,0.8630403280258179,0.5142504572868347,0.8774025440216064,0.24152161180973053,0.5034738183021545,0.48237964510917664,1.058874249458313,-0.24347864091396332,0.9159821271896362,0.4621375501155853,0.9247320890426636,0.2589273750782013,0.5150982737541199
200,0.4033554494380951,0.4631900191307068,-0.029796183109283447,0.9978753924369812,0.40387392044067383,0.44329357147216797,-0.05902964994311333,0.9981316328048706,0.40515682101249695,0.4438669681549072,-0.05901153013110161,0.9983081817626953,0.40614184737205505,0.445080429315567,-0.05904099717736244,0.9987245798110962,0.40471819043159485,0.440723717212677,-0.03184838220477104,0.9977498054504395,0.4054291546344757,0.43926820158958435,-0.03190579637885094,0.9976368546485901,0.4079641103744507,0.4382861852645874,-0.03201507031917572,0.9979552030563354,0.4162122905254364,0.4450576603412628,-0.13140109181404114,0.998542308807373,0.4192863702774048,0.42901167273521423,-0.008625843562185764,0.9971092343330383,0.41420453786849976,0.4754912257194519,-0.05345330014824867,0.9986296892166138,0.4166388511657715,0.47723060846328735,-0.019276196137070656,0.9971180558204651,0.4585426151752472,0.5308127403259277,-0.21325065195560455,0.999775230884552,0.46876075863838196,0.46872201561927795,0.08219684660434723,0.9981662631034851,0.4605390131473541,0.7158210277557373,-0.17267659306526184,0.8790131211280823,0.47502973675727844,0.5891017317771912,0.1057731956243515,0.09616059064865112,0.42316561937332153,0.6681151390075684,0.0051787314005196095,0.6857074499130249,0.4336772859096527,0.636871874332428,0.07183310389518738,0.08351374417543411,0.4140235483646393,0.6619437336921692,0.005362966563552618,0.6352526545524597,0.42096105217933655,0.6520749926567078,0.08001943677663803,0.0927429124712944,0.417359858751297,0.6352753639221191,0.0013755329418927431,0.6306045055389404,0.4195656180381775,0.6479386687278748,0.0721098855137825,0.0936705693602562,0.4227564036846161,0.6351874470710754,0.008628299459815025,0.5910914540290833,0.42488136887550354,0.6445110440254211,0.0670110285282135,0.09646008908748627,0.5691489577293396,0.7442536354064941,-0.10501451045274734,0.9994061589241028,0.5591034293174744,0.7105492353439331,0.10494239628314972,0.9983199834823608,0.449144184589386,0.7841873168945312,-0.18580634891986847,0.943871021270752,0.4350490868091583,0.688325822353363,0.21785563230514526,0.42476511001586914,0.5290835499763489,0.9697918891906738,-0.21801108121871948,0.9377718567848206,0.5002049803733826,0.8550071120262146,0.2556570768356323,0.42595216631889343,0.5496216416358948,0.9857644438743591,-0.21869073808193207,0.8732439875602722,0.5244221091270447,0.874020516872406,0.2582511305809021,0.5104498863220215,0.48391658067703247,1.0527713298797607,-0.2118392139673233,0.9222107529640198,0.4724801480770111,0.9231375455856323,0.27730637788772583,0.5233142971992493
300,0.4294450879096985,0.44903701543807983,0.03787050396203995,0.9973292946815491,0.42681917548179626,0.4332686960697174,0.004996898118406534,0.9978320598602295,0.426557719707489,0.4301011860370636,0.005009383428841829,0.99796062707901,0.4262940287590027,0.42900699377059937,0.005010466556996107,0.9984012842178345,0.42907729744911194,0.4364713430404663,0.021341267973184586,0.9976434707641602,0.4299871623516083,0.4330299198627472,0.021318789571523666,0.997565507888794,0.4314127564430237,0.4291476309299469,0.021190674975514412,0.9979057908058167,0.4280659854412079,0.4205237329006195,-0.07939814031124115,0.9979047775268555,0.4376247525215149,0.415372371673584,-0.006703745108097792,0.997170627117157,0.43299615383148193,0.46635928750038147,0.01326071284711361,0.9980320334434509,0.4349812865257263,0.4563026428222656,0.033482782542705536,0.9967361688613892,0.44625598192214966,0.5117756128311157,-0.1744665652513504,0.9997541904449463,0.4806232154369354,0.43890655040740967,0.06919362396001816,0.998245358467102,0.4517826437950134,0.695690393447876,-0.0966750755906105,0.8532446622848511,0.5398470759391785,0.5267693996429443,0.15012331306934357,0.10219836980104446,0.4332822263240814,0.6690545082092285,0.07761737704277039,0.6302279829978943,0.5179657936096191,0.5949696898460388,0.2414994090795517,0.08019047975540161,0.43252381682395935,0.670191764831543,0.07998569309711456,0.5838660001754761,0.5157304406166077,0.6271912455558777,0.2649572491645813,0.0900258794426918,0.4369688928127289,0.6454571485519409,0.07671848684549332,0.5800989270210266,0.5090286731719971,0.6236010789871216,0.25312164425849915,0.0908118411898613,0.4389324188232422,0.6422964334487915,0.08050770312547684,0.5458664894104004,0.5086621046066284,0.6135166883468628,0.2400168478488922,0.09304913133382797,0.5688044428825378,0.7356376647949219,-0.10454404354095459,0.9993559122085571,0.5650865435600281,0.6847441792488098,0.104512058198452,0.9982488751411438,0.4505102038383484,0.7815284132957458,-0.16707654297351837,0.9468534588813782,0.4369826912879944,0.6880303621292114,0.12015175074338913,0.4186941087245941,0.5299002528190613,0.9695801734924316,-0.15835681557655334,0.940494179725647,0.5070394277572632,0.8766164779663086,0.16610240936279297,0.42921748757362366,0.55084627866745,0.985397219657898,-0.15281561017036438,0.8784725666046143,0.5308161377906799,0.8969976902008057,0.17124347388744354,0.5134039521217346,0.4838194251060486,1.052103877067566,-0.1447739154100418,0.9233949184417725,0.4820172190666199,0.9511099457740784,0.19648605585098267,0.5168982148170471
400,0.44083529710769653,0.3876016139984131,-0.11782142519950867,0.9972464442253113,0.4382091760635376,0.3796885311603546,-0.1466757357120514,0.9978501796722412,0.4375006854534149,0.3810182809829712,-0.1466703563928604,0.997947633266449,0.43683263659477234,0.38281822204589844,-0.14668035507202148,0.9983664751052856,0.44063329696655273,0.37547850608825684,-0.1423666924238205,0.9977288842201233,0.4411858320236206,0.3737742006778717,-0.14249445497989655,0.9976476430892944,0.44193774461746216,0.3717227876186371,-0.14264200627803802,0.9979676008224487,0.43450167775154114,0.393164724111557,-0.20524361729621887,0.9978296756744385,0.43966931104660034,0.381941556930542,-0.1850428730249405,0.997323751449585,0.44083690643310547,0.40839338302612305,-0.12965545058250427,0.9978755712509155,0.44276243448257446,0.40051570534706116,-0.1251099556684494,0.9965808391571045,0.44422557950019836,0.5062480568885803,-0.21886657178401947,0.9997385144233704,0.4778074324131012,0.41556885838508606,-0.08363539725542068,0.99820876121521,0.454281747341156,0.6716933250427246,-0.10644537955522537,0.8034200668334961,0.5358030200004578,0.5181931853294373,0.06807687878608704,0.10360554605722427,0.4509638547897339,0.6582929491996765,0.0641813576221466,0.5845282673835754,0.5006459355354309,0.5435190796852112,0.21564796566963196,0.07981749624013901,0.44785910844802856,0.6613714098930359,0.06829514354467392,0.54250168800354,0.5066054463386536,0.5504761338233948,0.2425522655248642,0.09145112335681915,0.4509109854698181,0.6400696635246277,0.05822421982884407,0.5397557616233826,0.4969874620437622,0.5439172983169556,0.23165839910507202,0.09181078523397446,0.4535282254219055,0.6249365210533142,0.06471606343984604,0.5087093114852905,0.4971235692501068,0.5414082407951355,0.2169211059808731,0.09301016479730606,0.5592871904373169,0.7127041220664978,-0.09544267505407333,0.9993756413459778,0.5618874430656433,0.6505967378616333,0.09548774361610413,0.9982700347900391,0.45581620931625366,0.7796882390975952,-0.10804499685764313,0.949706494808197,0.4485587477684021,0.6694000363349915,0.1381489634513855,0.4103238880634308,0.5298422574996948,0.9677241444587708,-0.027679985389113426,0.9425023794174194,0.5114929676055908,0.8597167134284973,0.27785664796829224,0.42210009694099426,0.5507667064666748,0.9861389398574829,-0.017835119739174843,0.8812140226364136,0.5342358946800232,0.8852273225784302,0.2907237112522125,0.5026556253433228,0.47843924164772034,1.0491093397140503,-0.035089604556560516,0.9241151213645935,0.4792018532752991,0.9248347878456116,0.3082510828971863,0.505690336227417
500,0.42214882373809814,0.30678096413612366,-0.28594526648521423,0.9961539506912231,0.42955002188682556,0.28671732544898987,-0.3016121983528137,0.9965124726295471,0.4315328001976013,0.2861875891685486,-0.3016067445278168,0.9966223239898682,0.43636977672576904,0.28476113080978394,-0.30163490772247314,0.9972126483917236,0.42727041244506836,0.28698238730430603,-0.2698824107646942,0.9966556429862976,0.4281817376613617,0.28652164340019226,-0.26998233795166016,0.9966082572937012,0.42872700095176697,0.2861311733722687,-0.2701137959957123,0.9971358776092529,0.4386920630931854,0.2916685938835144,-0.3098250925540924,0.9960939288139343,0.4315146207809448,0.2883172631263733,-0.17179664969444275,0.996578574180603,0.43087777495384216,0.32565611600875854,-0.2848213016986847,0.9971950650215149,0.4290916621685028,0.325270414352417,-0.24421364068984985,0.9957263469696045,0.4795335829257965,0.39324212074279785,-0.3554352819919586,0.9996337294578552,0.4556291401386261,0.3767679035663605,-0.027643539011478424,0.9982733130455017,0.4744263291358948,0.5929975509643555,-0.3624151945114136,0.811395525932312,0.4566078186035156,0.5156531929969788,0.03398001939058304,0.12031422555446625,0.45450592041015625,0.6931710839271545,-0.31126871705055237,0.6021506190299988,0.4532262682914734,0.6461816430091858,-0.04127485305070877,0.09774120897054672,0.451475590467453,0.7232139110565186,-0.3496168851852417,0.5609853267669678,0.4460420608520508,0.678499162197113,-0.051460351794958115,0.10690455883741379,0.44833439588546753,0.7126555442810059,-0.35722923278808594,0.5589448809623718,0.45034173130989075,0.6798481941223145,-0.0894932895898819,0.10814765840768814,0.4511334002017975,0.7023862600326538,-0.3136674165725708,0.5230334997177124,0.45595449209213257,0.669064998626709,-0.059580277651548386,0.10852866619825363,0.5687462687492371,0.6202846765518188,-0.11306478828191757,0.9992753267288208,0.5365951657295227,0.5946639776229858,0.11300292611122131,0.9982175827026367,0.47268399596214294,0.7670311331748962,-0.2951905131340027,0.9475904703140259,0.44766509532928467,0.6810109615325928,-0.019990798085927963,0.4287266135215759,0.5329930186271667,0.9677413105964661,-0.22143851220607758,0.9430028796195984,0.5153374671936035,0.8653751611709595,0.04582308232784271,0.4211745262145996,0.5521041750907898,0.9868267774581909,-0.2164611965417862,0.8809571266174316,0.5334698557853699,0.8955419063568115,0.04953863099217415,0.5005955100059509,0.48972833156585693,1.0482136011123657,-0.30459848046302795,0.9251992702484131,0.4796784222126007,0.9381535649299622,-0.0008849941659718752,0.5095481872558594
600,0.42170411348342896,0.2570304870605469,-0.20726259052753448,0.9961982369422913,0.4274469316005707,0.23523575067520142,-0.2181345671415329,0.9964302778244019,0.42938560247421265,0.23525039851665497,-0.21815349161624908,0.9964370727539062,0.43412506580352783,0.23592327535152435,-0.2181967794895172,0.997089684009552,0.4263167977333069,0.23781919479370117,-0.19241882860660553,0.9966987371444702,0.4273907244205475,0.2382117062807083,-0.19248567521572113,0.9966155290603638,0.42841652035713196,0.23893587291240692,-0.1926187127828598,0.9972094893455505,0.45265135169029236,0.24271461367607117,-0.2344697117805481,0.9958600401878357,0.4335666000843048,0.2495364099740982,-0.12665624916553497,0.9966849088668823,0.43049538135528564,0.2750791311264038,-0.20362351834774017,0.9970434904098511,0.42905107140541077,0.27860045433044434,-0.1706056445837021,0.9956281185150146,0.4929911196231842,0.34230220317840576,-0.29515841603279114,0.9995185136795044,0.45327267050743103,0.34659481048583984,0.027490824460983276,0.9982774257659912,0.4901900589466095,0.536217212677002,-0.27146098017692566,0.8111509680747986,0.46827980875968933,0.5084132552146912,0.07338734716176987,0.12826509773731232,0.4728890657424927,0.671366810798645,-0.22662165760993958,0.6009624600410461,0.4551445245742798,0.6356502771377563,0.04280616343021393,0.10765182226896286,0.46950775384902954,0.7055730223655701,-0.2539995312690735,0.5627674460411072,0.4471963346004486,0.6699400544166565,0.04027528688311577,0.11677596718072891,0.4626762568950653,0.6972792744636536,-0.25677692890167236,0.5614210367202759,0.4503314793109894,0.6695578694343567,0.008576680906116962,0.11841665208339691,0.46408313512802124,0.6877506971359253,-0.22664567828178406,0.5255261063575745,0.45608025789260864,0.6591805219650269,0.028053777292370796,0.11797765642404556,0.5697111487388611,0.5822696685791016,-0.11164538562297821,0.9992503523826599,0.5346699357032776,0.5805229544639587,0.11160239577293396,0.9982874989509583,0.4880196750164032,0.7568102478981018,-0.23420564830303192,0.946388840675354,0.44685518741607666,0.722756028175354,-0.016554761677980423,0.43949419260025024,0.5360928773880005,0.9685739874839783,-0.13013283908367157,0.9406924843788147,0.5143154263496399,0.9009903073310852,0.07673527300357819,0.4168415665626526,0.5527762174606323,0.9875089526176453,-0.11880292743444443,0.877611517906189,0.5325824022293091,0.9279892444610596,0.08392838388681412,0.4907401502132416,0.500103235244751,1.0647248029708862,-0.18424047529697418,0.9224073886871338,0.4783440828323364,0.9751768708229065,0.04336530342698097,0.506301760673523
700,0.4279964566230774,0.20349138975143433,-0.15712685883045197,0.9964047074317932,0.4342176616191864,0.18405768275260925,-0.17761275172233582,0.9965784549713135,0.43705078959465027,0.1841985136270523,-0.1776076704263687,0.9965571165084839,0.4399712383747101,0.18451078236103058,-0.1776558756828308,0.997224748134613,0.43149644136428833,0.18502801656723022,-0.1624843031167984,0.9968683123588562,0.43198421597480774,0.18558838963508606,-0.16259266436100006,0.9967734813690186,0.4322439432144165,0.18591295182704926,-0.1627163290977478,0.9973831176757812,0.4572516679763794,0.1952744722366333,-0.19402171671390533,0.9959961175918579,0.4416549801826477,0.1963839828968048,-0.04923740401864052,0.9969009757041931,0.43637165427207947,0.22376346588134766,-0.16500195860862732,0.9971807599067688,0.43324968218803406,0.22484254837036133,-0.14415355026721954,0.9958438277244568,0.49435269832611084,0.3050251603126526,-0.2779989540576935,0.9995293617248535,0.4558810591697693,0.3025642931461334,0.07922603189945221,0.9983937740325928,0.4995439946651459,0.4849851727485657,-0.28616875410079956,0.8259081840515137,0.4643699526786804,0.46942824125289917,0.12922874093055725,0.15880782902240753,0.48652777075767517,0.6384166479110718,-0.2625480890274048,0.6303866505622864,0.45516109466552734,0.6215025186538696,0.07210688292980194,0.13761062920093536,0.48491451144218445,0.6849678754806519,-0.29536309838294983,0.592646062374115,0.4476816952228546,0.650590717792511,0.07051431387662888,0.14059129357337952,0.47504758834838867,0.6714462637901306,-0.2940053939819336,0.5912072658538818,0.4498912990093231,0.6503995060920715,0.038299184292554855,0.14290288090705872,0.47564175724983215,0.665946900844574,-0.2610757052898407,0.5552409291267395,0.4560430943965912,0.6381863355636597,0.05725336819887161,0.14200638234615326,0.5691322088241577,0.5566173195838928,-0.11401234567165375,0.9991881847381592,0.5336763262748718,0.5568678975105286,0.11391886323690414,0.9983165264129639,0.4837222099304199,0.7492135763168335,-0.23726370930671692,0.9332559704780579,0.44717222452163696,0.7247244715690613,-0.02996760793030262,0.4367307126522064,0.5383535027503967,0.9672072529792786,-0.17925067245960236,0.9300772547721863,0.5161034464836121,0.93071049451828,0.037301719188690186,0.39342236518859863,0.5532284379005432,0.9883078336715698,-0.17331328988075256,0.8647761940956116,0.535090982913971,0.9490664005279541,0.04163041338324547,0.46704745292663574,0.49789926409721375,1.0583869218826294,-0.24077315628528595,0.9120736122131348,0.477743923664093,0.9880051016807556,-0.008969728834927082,0.4822830259799957
800,0.4359113872051239,0.1507851481437683,-0.14387550950050354,0.9966253638267517,0.4440193474292755,0.1320563405752182,-0.17193514108657837,0.9967849850654602,0.4462733566761017,0.1324802190065384,-0.17202070355415344,0.9967544078826904,0.44835031032562256,0.13317938148975372,-0.17201943695545197,0.9974097609519958,0.4418139159679413,0.13221146166324615,-0.13059690594673157,0.9970430135726929,0.44247886538505554,0.1324363499879837,-0.13060913980007172,0.9969369173049927,0.4429318606853485,0.13263879716396332,-0.13068240880966187,0.9975438714027405,0.4649128317832947,0.1435585767030716,-0.17414355278015137,0.9962359666824341,0.45541608333587646,0.14123107492923737,-0.020479653030633926,0.997087299823761,0.44233438372612,0.17047499120235443,-0.15910308063030243,0.9973500967025757,0.4395946264266968,0.1711338758468628,-0.11311360448598862,0.9960905909538269,0.4941791296005249,0.25229009985923767,-0.2659074068069458,0.9995601773262024,0.46024245023727417,0.2655412554740906,0.10819638520479202,0.9984563589096069,0.5046146512031555,0.42385703325271606,-0.2869502902030945,0.8408591747283936,0.46740829944610596,0.41006356477737427,0.15703533589839935,0.1635179966688156,0.49001941084861755,0.5860753655433655,-0.270089715719223,0.6560543775558472,0.4632490277290344,0.5379307270050049,0.08230344951152802,0.14138761162757874,0.49253231287002563,0.639721691608429,-0.309084415435791,0.6159128546714783,0.46097972989082336,0.564877986907959,0.07991716265678406,0.1419113427400589,0.48080626130104065,0.6408587694168091,-0.3069811165332794,0.6140713095664978,0.4617573916912079,0.5630861520767212,0.046912748366594315,0.14432352781295776,0.4803299903869629,0.6276114583015442,-0.26865947246551514,0.5766746997833252,0.4655570685863495,0.5546217560768127,0.06739658862352371,0.1431102603673935,0.5666263699531555,0.5236842036247253,-0.11655323207378387,0.9991832971572876,0.5321884155273438,0.5220517516136169,0.1164792999625206,0.9983192682266235,0.49024057388305664,0.7311264872550964,-0.23471714556217194,0.9174075722694397,0.4588986933231354,0.7184008955955505,-0.024257171899080276,0.4272306263446808,0.5381749272346497,0.964831531047821,-0.19543471932411194,0.915740966796875,0.5168554186820984,0.916671872138977,0.03733447939157486,0.37014418840408325,0.5520064830780029,0.9872021675109863,-0.19381074607372284,0.8451730608940125,0.5343733429908752,0.9453296661376953,0.04058216139674187,0.44191086292266846,0.49133241176605225,1.0445380210876465,-0.28345996141433716,0.8960971832275391,0.47741764783859253,0.9767128229141235,-0.02322046086192131,0.4615376889705658
900,0.4415690302848816,0.11843189597129822,-0.1653296798467636,0.9968833327293396,0.4478817880153656,0.09943284839391708,-0.1818670630455017,0.99699866771698,0.4501384496688843,0.09929308295249939,-0.18189798295497894,0.9969649910926819,0.45241203904151917,0.09913385659456253,-0.1819135844707489,0.9975898861885071,0.44545698165893555,0.09969130158424377,-0.14466391503810883,0.997241735458374,0.4461519420146942,0.0993327647447586,-0.1446901261806488,0.9971380829811096,0.4467098116874695,0.09873202443122864,-0.14479608833789825,0.9977192282676697,0.47045135498046875,0.10545667260885239,-0.1970895379781723,0.9965066909790039,0.46047723293304443,0.10150212794542313,-0.04090636223554611,0.9972699880599976,0.4497593343257904,0.13627611100673676,-0.1724102646112442,0.9975650310516357,0.4462834894657135,0.13589289784431458,-0.1254909187555313,0.9963898658752441,0.5123547315597534,0.21741896867752075,-0.2721240818500519,0.9995917081832886,0.4606586992740631,0.22111082077026367,0.08024854958057404,0.9985745549201965,0.5144007205963135,0.38641664385795593,-0.3174314498901367,0.8554201722145081,0.4642748534679413,0.37989354133605957,0.1339150220155716,0.1898430585861206,0.4911738336086273,0.5439482927322388,-0.3075577914714813,0.6854209899902344,0.46596649289131165,0.5217447280883789,0.027724165469408035,0.17336346209049225,0.49241963028907776,0.5937769412994385,-0.34798845648765564,0.6459692716598511,0.46184882521629333,0.5584660172462463,0.006947957910597324,0.16711166501045227,0.4800218641757965,0.5936393141746521,-0.3542101979255676,0.6437835097312927,0.463640034198761,0.5650269389152527,-0.02926657348871231,0.17006359994411469,0.4802476465702057,0.5795329213142395,-0.3089839816093445,0.6063652634620667,0.4688238203525543,0.546404242515564,0.007935190573334694,0.16843128204345703,0.5665673613548279,0.48914065957069397,-0.11596693098545074,0.999189555644989,0.5219611525535583,0.4984152913093567,0.1159299835562706,0.9983646869659424,0.5079054236412048,0.7038940787315369,-0.27163466811180115,0.9141233563423157,0.4631560444831848,0.7008891701698303,-0.09495782852172852,0.44831186532974243,0.5402439832687378,0.9558448195457458,-0.24211718142032623,0.9124377369880676,0.5168956518173218,0.9071606397628784,-0.046815574169158936,0.3688167929649353,0.5522626638412476,0.9772669076919556,-0.243503600358963,0.8284367322921753,0.5343430638313293,0.9439626336097717,-0.04649282246828079,0.4355660080909729,0.49612855911254883,0.9991297125816345,-0.36568787693977356,0.892203688621521,0.4675825536251068,0.973297119140625,-0.13271239399909973,0.46682611107826233
